_id,RSN,YEAR_REGISTERED,YEAR_EVALUATED,YEAR_BUILT,PROPERTY_TYPE,WARD,WARDNAME,SITE_ADDRESS,CONFIRMED_STOREYS,CONFIRMED_UNITS,EVALUATION_COMPLETED_ON,SCORE,RESULTS_OF_SCORE,NO_OF_AREAS_EVALUATED,ENTRANCE_LOBBY,ENTRANCE_DOORS_WINDOWS,SECURITY,STAIRWELLS,LAUNDRY_ROOMS,INTERNAL_GUARDS_HANDRAILS,GARBAGE_CHUTE_ROOMS,GARBAGE_BIN_STORAGE_AREA,ELEVATORS,STORAGE_AREAS_LOCKERS,INTERIOR_WALL_CEILING_FLOOR,INTERIOR_LIGHTING_LEVELS,GRAFFITI,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,BALCONY_GUARDS,WATER_PEN_EXT_BLDG_ELEMENTS,PARKING_AREA,OTHER_FACILITIES,GRID,LATITUDE,LONGITUDE,X,Y
4174652,4155957,2017,2018,1972,TCHC,20,Scarborough Southwest,30 GORDONRIDGE PL,17,231,2019-02-19,76,Evaluation needs to be conducted in 2 years,20,4,4,4,4,4,4,3,4,4,4,4,4,4,3,3,4,4,4,3,4,E2024,43.726764513,-79.250888477,324750.497,4842822.528
4174653,4155573,2017,2018,1972,TCHC,20,Scarborough Southwest,40 GORDONRIDGE PL,18,421,2019-02-19,72,Evaluation needs to be conducted in 2 years,20,3,3,4,4,4,4,3,3,4,4,3,4,4,3,3,4,4,4,3,4,E2024,43.727612646,-79.251278648,324819.267,4842872.647
4174654,4156721,2017,2018,1950,PRIVATE,05,York South-Weston,2515 EGLINTON AVE W,4,34,2019-02-19,69,Evaluation needs to be conducted in 2 years,17,3,3,5,3,3,3,N/A,4,N/A,3,4,5,5,2,3,3,3,3,4,N/A,W0537,43.69095169,-79.470613783,307153.113,4838778.708
4174655,4155023,2017,2018,1954,PRIVATE,12,Toronto-St. Paul's,1 A BANSLEY AVE,4,19,2019-02-19,75,Evaluation needs to be conducted in 2 years,16,3,4,4,4,4,5,N/A,3,N/A,3,4,3,5,4,3,4,N/A,4,3,N/A,S1222,43.6928803857,-79.4420432539,309456.402,4838993.219
4174656,4154606,2017,2018,1950,PRIVATE,06,York Centre,4234 BATHURST ST,3,13,2019-02-19,74,Evaluation needs to be conducted in 2 years,16,4,3,3,4,4,4,N/A,3,N/A,N/A,4,3,5,4,4,3,3,4,4,N/A,N0629,43.7500704294,-79.4375522258,309813.766,4845347.018
4174657,4154605,2017,2018,1956,PRIVATE,06,York Centre,4238 BATHURST ST,3,13,2019-02-19,66,Evaluation needs to be conducted in 2 years,17,3,3,3,3,4,3,N/A,3,N/A,4,3,3,5,3,3,3,3,4,3,N/A,N0629,43.7503482219,-79.4375870637,309810.938,4845377.877
4174658,4154973,,2018,1925,PRIVATE,12,Toronto-St. Paul's,8 PINEWOOD AVE,3,11,2019-02-19,59,Evaluation needs to be conducted in 1 year,15,2,3,3,3,2,3,N/A,3,N/A,N/A,3,3,5,3,3,3,3,2,N/A,N/A,S1229,43.682584046,-79.425180892,310816.424,4837851.375
4174659,4154887,2017,2018,1960,PRIVATE,16,Don Valley East,48 ECCLESTON DR,4,69,2019-02-19,76,Evaluation needs to be conducted in 2 years,18,4,3,5,3,5,3,N/A,4,4,3,4,4,4,4,4,4,3,3,4,N/A,N1628,43.7279658085,-79.3179887258,319448.016,4842905.497
4174660,4257265,2017,2018,1969,PRIVATE,11,University-Rosedale,95 DAVENPORT RD,3,26,2019-02-19,79,Evaluation needs to be conducted in 2 years,14,4,4,4,4,4,4,N/A,4,N/A,N/A,4,4,4,4,4,4,N/A,3,N/A,N/A,S1128,43.673636335,-79.391647025,313521.42,4836860.285
4174661,4152997,2018,2018,1965,PRIVATE,04,Parkdale-High Park,115 DOWLING AVE,9,70,2019-02-19,53,Evaluation needs to be conducted in 1 year,17,3,3,3,2,3,3,N/A,3,2,N/A,2,3,4,3,2,2,3,2,2,N/A,S0437,43.6363526451,-79.4380647269,309781.782,4832713.518
4174662,4154988,2017,2018,1926,PRIVATE,12,Toronto-St. Paul's,231 VAUGHAN RD,4,52,2019-02-19,68,Evaluation needs to be conducted in 2 years,13,3,4,2,4,N/A,4,N/A,3,N/A,N/A,3,2,5,3,4,4,N/A,3,N/A,N/A,S1229,43.6880599836,-79.4241419779,310899.926,4838458.881
4174663,4152908,2017,2018,1967,PRIVATE,04,Parkdale-High Park,2 KENNEDY AVE,4,25,2019-02-15,64,Evaluation needs to be conducted in 1 year,16,3,4,3,3,3,2,N/A,3,N/A,3,4,3,5,3,3,3,N/A,3,3,N/A,S0430,43.646232595,-79.473567835,306916.528,4833810.638
4174664,4155878,2017,2018,1960,PRIVATE,08,Eglinton-Lawrence,60 WASDALE CRES,3,11,2019-02-15,93,Evaluation needs to be conducted in 3 years,16,5,5,5,4,5,4,N/A,4,N/A,5,5,5,5,5,N/A,3,5,5,4,N/A,N0823,43.7306713451,-79.4374893371,309820.414,4843191.908
4174665,4154512,2017,2018,1956,PRIVATE,08,Eglinton-Lawrence,64 WASDALE CRES,3,15,2019-02-15,63,Evaluation needs to be conducted in 1 year,14,3,3,3,4,3,3,N/A,3,N/A,N/A,3,3,4,3,N/A,3,3,3,N/A,N/A,N0823,43.7307078351,-79.4377714103,309797.687,4843195.944
4174666,4155090,2017,2018,1950,PRIVATE,05,York South-Weston,2 GLENHAVEN ST,4,24,2019-02-15,53,Evaluation needs to be conducted in 1 year,15,2,3,3,1,2,2,N/A,2,N/A,N/A,2,4,5,3,3,2,N/A,3,3,N/A,W0533,43.69155501,-79.470080451,307196.082,4838845.745
4174667,4155089,2017,2018,1950,PRIVATE,05,York South-Weston,43 GLENHAVEN ST,3,11,2019-02-15,78,Evaluation needs to be conducted in 2 years,16,4,3,5,4,4,3,N/A,4,N/A,N/A,4,4,5,3,4,4,5,3,3,N/A,W0533,43.6931694269,-79.4699479561,307206.968,4839024.153
4174668,4167688,2017,2018,1971,PRIVATE,20,Scarborough Southwest,29 GLEN EVEREST RD,3,11,2019-02-15,75,Evaluation needs to be conducted in 2 years,16,4,4,2,4,3,4,N/A,4,N/A,3,3,4,5,4,4,4,N/A,4,4,N/A,E2035,43.7006703636,-79.2528221569,324707.039,4839886.611
4174669,4152581,2017,2018,1971,PRIVATE,20,Scarborough Southwest,31-33 GLEN EVEREST RD,3,22,2019-02-15,74,Evaluation needs to be conducted in 2 years,16,4,4,2,4,3,3,N/A,4,N/A,3,4,4,5,3,4,4,N/A,4,4,N/A,E2035,43.700613718,-79.2522439531,324702.93,4839900.186
4174670,4152579,2017,2018,1971,PRIVATE,20,Scarborough Southwest,23 GLEN EVEREST RD,3,11,2019-02-15,66,Evaluation needs to be conducted in 2 years,16,4,3,2,3,3,3,N/A,3,N/A,3,3,4,5,4,4,3,N/A,3,3,N/A,E2035,43.700017847,-79.2530664991,324687.562,4839814.06
4174671,4167788,2017,2018,1971,PRIVATE,20,Scarborough Southwest,25 GLEN EVEREST RD,3,11,2019-02-15,69,Evaluation needs to be conducted in 2 years,16,3,4,2,3,3,4,N/A,3,N/A,3,4,4,5,4,4,3,N/A,3,3,N/A,E2035,43.7001107344,-79.2530513006,324688.756,4839824.383
4174672,4152580,2017,2018,1971,PRIVATE,20,Scarborough Southwest,27 GLEN EVEREST RD,3,11,2019-02-15,73,Evaluation needs to be conducted in 2 years,16,4,3,2,3,3,4,N/A,4,N/A,3,4,4,5,4,4,4,N/A,3,4,N/A,E2035,43.7005566696,-79.2528798583,324702.426,4839873.966
4174673,4290978,2017,2018,1957,PRIVATE,03,Etobicoke-Lakeshore,2305 LAKE SHORE BLVD W,4,38,2019-02-15,89,Evaluation needs to be conducted in 3 years,15,4,5,5,5,4,5,N/A,4,N/A,N/A,5,5,5,4,4,4,N/A,4,4,N/A,W0336,43.6179988293,-79.4862937261,305855.692,4830672.705
4174674,4290981,2017,2018,1959,PRIVATE,03,Etobicoke-Lakeshore,2307 LAKE SHORE BLVD W,4,38,2019-02-15,89,Evaluation needs to be conducted in 3 years,15,4,5,5,5,4,5,N/A,4,N/A,N/A,5,5,5,4,4,4,N/A,4,4,N/A,W0336,43.6178366581,-79.4863780789,305849.806,4830654.806
4174675,4155051,2017,2018,1958,PRIVATE,08,Eglinton-Lawrence,131 LYON CRT,4,26,2019-02-15,78,Evaluation needs to be conducted in 2 years,17,4,4,4,4,3,4,N/A,4,N/A,3,5,4,4,4,3,4,5,4,3,N/A,N0831,43.7030805404,-79.4402317594,309601.661,4840126.516
4174676,4457070,,2018,1951,PRIVATE,19,Beaches-East York,1127 O'CONNOR DR,3,11,2019-02-15,67,Evaluation needs to be conducted in 2 years,15,4,3,3,3,3,3,N/A,3,N/A,N/A,3,3,5,3,3,3,N/A,3,5,N/A,S1924,43.7109797077,-79.3082535422,320236.683,4841020.189
4174677,4457092,,2018,1951,PRIVATE,19,Beaches-East York,1131 O'CONNOR DR,3,12,2019-02-15,78,Evaluation needs to be conducted in 2 years,16,4,4,4,4,4,4,N/A,3,N/A,4,4,4,5,3,4,3,N/A,3,5,N/A,S1924,43.7111330736,-79.3081363101,320246.091,4841037.249
4174678,4458811,,2018,1951,PRIVATE,19,Beaches-East York,1143 O'CONNOR DR,3,12,2019-02-15,75,Evaluation needs to be conducted in 2 years,15,4,4,3,4,4,4,N/A,3,N/A,N/A,4,4,5,3,4,3,N/A,3,4,N/A,S1924,43.7115823084,-79.307772958,320275.257,4841087.222
4174679,4153735,2017,2018,1950,PRIVATE,11,University-Rosedale,36 CASTLE FRANK RD,4,53,2019-02-15,78,Evaluation needs to be conducted in 2 years,19,4,4,4,4,4,4,4,4,4,3,3,3,5,4,4,4,4,4,4,N/A,S1131,43.676613159,-79.3697198649,315289.335,4837192.601
4174680,4155062,2017,2018,1965,PRIVATE,08,Eglinton-Lawrence,370 RIDELLE AVE,28,214,2019-02-15,85,Evaluation needs to be conducted in 2 years,19,4,5,5,4,4,4,4,4,4,N/A,3,3,5,5,4,5,5,4,4,5,N0831,43.7046374432,-79.440751474,309559.647,4840299.426
4174681,4153730,2017,2018,1954,PRIVATE,11,University-Rosedale,40 PARK RD,7,39,2019-02-15,80,Evaluation needs to be conducted in 2 years,17,4,4,4,4,4,4,N/A,4,4,4,4,3,5,4,4,4,N/A,4,4,N/A,S1129,43.672981453,-79.384902282,314065.409,4836788.283
4174682,4152907,2017,2018,1967,PRIVATE,04,Parkdale-High Park,1 RUNNYMEDE RD,4,28,2019-02-15,61,Evaluation needs to be conducted in 1 year,16,3,3,3,3,3,2,N/A,3,N/A,3,3,2,5,4,3,3,N/A,3,3,N/A,S0430,43.646159833,-79.473952107,306885.53,4833802.545
4174683,4152917,2017,2018,1935,PRIVATE,04,Parkdale-High Park,7 BRULE TER,3,13,2019-02-15,62,Evaluation needs to be conducted in 1 year,17,3,3,3,3,3,3,4,3,N/A,N/A,4,3,5,3,3,2,2,3,3,N/A,S0430,43.6475612545,-79.4890462091,305668.015,4833957.046
4174684,4152966,2017,2018,1956,PRIVATE,04,Parkdale-High Park,124 TYNDALL AVE,4,28,2019-02-15,64,Evaluation needs to be conducted in 1 year,16,3,3,4,4,3,3,N/A,3,N/A,N/A,4,3,5,3,3,2,3,3,2,N/A,S0437,43.6377159247,-79.4293840613,310482.065,4832865.488
4174685,4152965,2017,2018,1957,PRIVATE,04,Parkdale-High Park,130 TYNDALL AVE,5,37,2019-02-15,70,Evaluation needs to be conducted in 2 years,18,3,3,4,3,3,5,N/A,3,4,3,3,3,5,4,3,3,4,3,4,N/A,S0437,43.6378675818,-79.4294602213,310475.906,4832882.331
4174686,4152915,2017,2018,1923,PRIVATE,04,Parkdale-High Park,2520 BLOOR ST W,4,22,2019-02-14,59,Evaluation needs to be conducted in 1 year,16,3,3,3,2,3,3,N/A,3,N/A,N/A,3,3,4,3,3,3,3,2,3,N/A,S0430,43.648126128,-79.489323549,305641.932,4834011.683
4174687,4457100,2019,2018,1953,PRIVATE,19,Beaches-East York,1157 O'CONNOR DR,3,11,2019-02-14,79,Evaluation needs to be conducted in 2 years,15,4,4,4,4,4,4,N/A,4,N/A,N/A,4,4,5,4,4,3,N/A,4,3,N/A,S1924,43.7118457801,-79.3075659646,320291.87,4841116.529
4174688,4154610,2017,2018,1960,PRIVATE,06,York Centre,4340 BATHURST ST,6,50,2019-02-14,78,Evaluation needs to be conducted in 2 years,18,4,4,3,4,4,4,N/A,4,4,3,4,3,5,4,4,4,4,5,3,N/A,N0629,43.753680142,-79.438438017,309741.877,4845748.941
4174689,4155756,,2018,1927,PRIVATE,12,Toronto-St. Paul's,6 PINEWOOD AVE,3,11,2019-02-14,56,Evaluation needs to be conducted in 1 year,14,2,3,1,3,N/A,3,N/A,3,N/A,N/A,2,3,5,3,3,3,3,2,N/A,N/A,S1229,43.682454983,-79.425041007,310827.715,4837837.046
4174690,4154889,2017,2018,1958,PRIVATE,16,Don Valley East,56 ECCLESTON DR,4,60,2019-02-14,82,Evaluation needs to be conducted in 2 years,18,4,4,4,4,4,4,N/A,4,4,5,4,4,5,4,4,4,4,4,4,N/A,N1628,43.727029754,-79.320037737,319282.903,4842802.106
4174691,4155309,2017,2018,1959,PRIVATE,03,Etobicoke-Lakeshore,22 BURNHAMTHORPE RD,5,42,2019-02-14,67,Evaluation needs to be conducted in 2 years,18,3,3,3,3,4,4,N/A,3,4,3,3,3,5,3,3,3,4,2,4,N/A,W0321,43.648227444,-79.530348478,302335.758,4834032.463
4174692,4154543,2017,2018,1950,PRIVATE,08,Eglinton-Lawrence,47 WASDALE CRES,3,28,2019-02-14,73,Evaluation needs to be conducted in 2 years,16,4,4,3,3,3,3,N/A,4,N/A,N/A,3,4,5,4,3,3,5,4,3,N/A,N0823,43.7302657886,-79.4369391147,309864.775,4843146.886
4174693,4154541,2020,2018,1956,PRIVATE,08,Eglinton-Lawrence,65 WASDALE CRES,3,11,2019-02-14,65,Evaluation needs to be conducted in 1 year,13,4,3,3,3,3,3,N/A,3,N/A,N/A,3,3,5,3,N/A,N/A,3,3,N/A,N/A,N0823,43.7301212379,-79.4376331135,309808.878,4843130.784
4174694,4155078,2017,2018,1950,PRIVATE,08,Eglinton-Lawrence,2040 EGLINTON AVE W,4,37,2019-02-14,75,Evaluation needs to be conducted in 2 years,15,4,4,5,3,4,3,N/A,3,N/A,N/A,4,3,5,4,3,3,N/A,4,4,N/A,N0830,43.6945163928,-79.4569284637,308256.403,4839174.261
4174695,4155088,2017,2018,1993,SOCIAL HOUSING,05,York South-Weston,2480 EGLINTON AVE W,8,97,2019-02-14,76,Evaluation needs to be conducted in 2 years,18,4,4,5,3,3,3,4,3,5,N/A,3,4,5,4,4,3,N/A,3,4,4,W0533,43.6916984742,-79.4694113226,307250.278,4838860.746
4174696,4156313,2017,2018,1965,TCHC,20,Scarborough Southwest,3181 EGLINTON AVE E,7,103,2019-02-14,56,Evaluation needs to be conducted in 1 year,18,3,3,3,2,3,4,3,2,3,N/A,2,3,3,2,3,4,2,2,3,N/A,E2027,43.7426293696,-79.2196525266,327364.758,4844556.449
4174697,4155862,2018,2018,1952,PRIVATE,20,Scarborough Southwest,46 GLEN EVEREST RD,3,16,2019-02-14,63,Evaluation needs to be conducted in 1 year,15,3,3,4,2,2,3,N/A,3,N/A,N/A,2,4,4,3,3,3,N/A,4,4,N/A,E2035,43.70167262,-79.253298302,324668.064,4839998.792
4174698,4155865,2018,2018,1952,PRIVATE,20,Scarborough Southwest,50 GLEN EVEREST RD,3,16,2019-02-14,65,Evaluation needs to be conducted in 1 year,15,3,3,3,2,3,3,N/A,3,N/A,N/A,3,4,4,4,3,3,N/A,4,4,N/A,E2035,43.701846021,-79.253208949,324675.207,4840018.077
4174699,4153679,2017,2018,1954,PRIVATE,19,Beaches-East York,140 KINGSTON RD,4,60,2019-02-14,76,Evaluation needs to be conducted in 2 years,15,4,3,4,4,4,4,N/A,3,N/A,N/A,3,3,5,4,4,4,N/A,4,4,N/A,S1937,43.6709421277,-79.3114896572,319985.941,4836571.526
4174700,4156439,2017,2018,1993,SOCIAL HOUSING,05,York South-Weston,33 GABIAN WAY,18,248,2019-02-14,78,Evaluation needs to be conducted in 2 years,19,4,4,5,4,4,4,4,3,3,4,4,4,5,4,3,4,N/A,4,3,4,W0533,43.6931197205,-79.4688639232,307294.354,4839018.662
4174701,4154891,2017,2018,1958,PRIVATE,16,Don Valley East,2 SWIFT DR,4,61,2019-02-14,82,Evaluation needs to be conducted in 2 years,17,4,4,4,4,4,4,N/A,4,4,5,4,4,5,4,4,4,N/A,4,4,N/A,N1628,43.7265495174,-79.3191883621,319351.711,4842747.946
4174702,4154696,2017,2018,1965,PRIVATE,06,York Centre,535 SHEPPARD AVE W,12,83,2019-02-14,77,Evaluation needs to be conducted in 2 years,20,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,N0630,43.7559622326,-79.4343429276,310071.7,4846001.753
4174703,4154695,2017,2018,1966,PRIVATE,06,York Centre,555 SHEPPARD AVE W,12,112,2019-02-14,77,Evaluation needs to be conducted in 2 years,20,4,4,3,4,4,4,4,4,4,4,4,3,5,4,4,3,4,4,3,4,N0630,43.755642859,-79.4356157794,309969.237,4845966.2
4174704,4326893,2022,2018,1951,PRIVATE,19,Beaches-East York,1135 O'CONNOR DR,3,13,2019-02-14,75,Evaluation needs to be conducted in 2 years,15,4,3,4,4,4,4,N/A,3,N/A,N/A,4,4,5,3,4,3,N/A,3,4,N/A,S1924,43.711282299,-79.3080213624,320255.316,4841053.848
4174705,4457107,2019,2018,1953,PRIVATE,19,Beaches-East York,1153 O'CONNOR DR,3,11,2019-02-14,78,Evaluation needs to be conducted in 2 years,16,4,4,4,4,4,4,4,4,N/A,N/A,4,4,5,3,4,3,N/A,4,3,N/A,S1924,43.7117264202,-79.3076717608,320283.375,4841103.25
4174706,4154608,2017,2018,1989,SOCIAL HOUSING,06,York Centre,4300 BATHURST ST,11,164,2019-02-14,83,Evaluation needs to be conducted in 2 years,19,4,4,4,4,4,5,4,4,4,N/A,5,5,5,4,4,4,4,4,3,4,N0629,43.7528909884,-79.4382283415,309759.09,4845660.325
4174707,4155544,2017,2018,1950,PRIVATE,03,Etobicoke-Lakeshore,13 BIRCHLEA AVE,3,14,2019-02-13,68,Evaluation needs to be conducted in 2 years,12,4,4,3,3,3,3,N/A,3,N/A,N/A,4,3,5,3,N/A,N/A,N/A,3,N/A,N/A,W0334,43.592545281,-79.528407015,302488.51,4827835.76
4174708,4155543,2017,2018,1950,PRIVATE,03,Etobicoke-Lakeshore,15 BIRCHLEA AVE,3,14,2019-02-13,68,Evaluation needs to be conducted in 2 years,12,4,4,3,3,3,3,N/A,3,N/A,N/A,4,3,5,3,N/A,N/A,N/A,3,N/A,N/A,W0334,43.592527408,-79.528501876,302478.048,4827838.18
4174709,4154480,2017,2018,1961,PRIVATE,08,Eglinton-Lawrence,2700 BATHURST ST,10,149,2019-02-13,84,Evaluation needs to be conducted in 2 years,20,4,5,5,3,5,5,4,4,4,4,4,4,5,4,4,4,4,4,4,4,N0827,43.7090551064,-79.4281966082,310571.111,4840791.066
4174710,4152969,2017,2018,1960,PRIVATE,04,Parkdale-High Park,110 TYNDALL AVE,3,26,2019-02-13,61,Evaluation needs to be conducted in 1 year,16,3,3,3,3,3,3,N/A,3,N/A,3,3,2,5,3,3,3,N/A,3,3,N/A,S0437,43.6369083236,-79.4291371749,310502.058,4832775.785
4174711,4152968,2017,2018,1960,PRIVATE,04,Parkdale-High Park,112 TYNDALL AVE,3,27,2019-02-13,64,Evaluation needs to be conducted in 1 year,16,3,3,3,3,4,3,N/A,3,N/A,4,3,2,5,3,3,3,N/A,3,3,N/A,S0437,43.6370716153,-79.4291933844,310497.508,4832793.922
4174712,4155061,2017,2018,1960,PRIVATE,08,Eglinton-Lawrence,851 BRIAR HILL AVE,3,10,2019-02-13,85,Evaluation needs to be conducted in 2 years,16,4,4,5,5,4,4,N/A,4,N/A,4,5,4,5,3,4,4,5,4,N/A,N/A,N0831,43.7044391867,-79.4423269927,309432.683,4840277.301
4174713,4155425,2017,2018,1967,PRIVATE,01,Etobicoke North,5 JANSUSIE RD,3,45,2019-02-13,74,Evaluation needs to be conducted in 2 years,16,4,4,4,3,3,3,N/A,4,N/A,N/A,3,4,5,3,4,4,4,3,4,N/A,W0129,43.72849773,-79.575411361,298591.273,4843220.455
4174714,4155426,2017,2018,1967,PRIVATE,01,Etobicoke North,15 JANSUSIE RD,3,45,2019-02-13,74,Evaluation needs to be conducted in 2 years,16,4,4,4,4,3,3,N/A,4,N/A,N/A,3,4,5,3,3,4,4,3,4,N/A,W0129,43.729325196,-79.57582247,298619.876,4843140.267
4174715,4154613,2017,2018,1960,PRIVATE,06,York Centre,10 WILMINGTON AVE,3,39,2019-02-13,74,Evaluation needs to be conducted in 2 years,16,3,3,4,3,4,4,N/A,3,N/A,N/A,4,4,5,4,3,3,4,4,4,N/A,N0624,43.753111203,-79.453124981,308559.203,4845684.975
4174716,4154612,2017,2018,1965,PRIVATE,06,York Centre,20 WILMINGTON AVE,4,13,2019-02-13,63,Evaluation needs to be conducted in 1 year,18,3,3,3,3,3,4,N/A,3,3,3,3,3,3,3,3,3,4,4,3,N/A,N0624,43.753481576,-79.453303954,308544.767,4845726.114
4174717,4152596,2017,2018,1964,TCHC,20,Scarborough Southwest,682 WARDEN AVE,15,223,2019-02-13,69,Evaluation needs to be conducted in 2 years,19,3,3,4,3,4,4,2,4,3,N/A,3,4,4,4,3,4,4,4,3,3,E2028,43.705953312,-79.279044598,322591.704,4840468.483
4174718,4153596,2017,2018,1963,PRIVATE,13,Toronto Centre,222 WELLESLEY ST E,7,69,2019-02-13,81,Evaluation needs to be conducted in 2 years,19,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,N/A,S1323,43.6678764377,-79.3727855269,315043.596,4836221.596
4174719,4240827,2017,2018,1968,PRIVATE,13,Toronto Centre,260 WELLESLEY ST E,32,565,2019-02-13,78,Evaluation needs to be conducted in 2 years,19,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,N/A,S1323,43.6690780597,-79.3717210615,315129.23,4836355.231
4174720,4154545,2017,2018,1960,PRIVATE,08,Eglinton-Lawrence,41 WASDALE CRES,3,11,2019-02-13,69,Evaluation needs to be conducted in 2 years,13,4,4,4,3,4,3,N/A,3,N/A,N/A,4,4,3,2,N/A,N/A,4,3,N/A,N/A,N0823,43.7305618491,-79.4356927596,309965.157,4843179.855
4174721,4152576,2017,2018,1970,TCHC,20,Scarborough Southwest,10 GLEN EVEREST RD,17,350,2019-02-13,63,Evaluation needs to be conducted in 1 year,18,4,2,3,3,3,3,3,3,4,N/A,3,3,3,3,3,4,N/A,3,3,4,E2035,43.69932241,-79.254778669,324549.538,4839737.34
4174722,4152582,2017,2018,1960,PRIVATE,20,Scarborough Southwest,4 FOLCROFT AVE,3,13,2019-02-13,70,Evaluation needs to be conducted in 2 years,16,3,3,4,3,2,4,N/A,3,N/A,3,3,3,5,4,4,4,N/A,4,4,N/A,E2035,43.701030915,-79.25119809,324814.217,4839929.968
4174723,4285401,2018,2018,1952,PRIVATE,20,Scarborough Southwest,6 FOLCROFT AVE,3,13,2019-02-13,74,Evaluation needs to be conducted in 2 years,16,3,3,4,4,2,4,N/A,3,N/A,3,4,4,5,4,4,4,N/A,4,4,N/A,E2035,43.700957687,-79.251492552,324829.314,4839934.355
4174724,4155561,2017,2018,1962,TCHC,20,Scarborough Southwest,1 FIRVALLEY CRT,12,115,2019-02-13,74,Evaluation needs to be conducted in 2 years,18,3,4,4,4,4,5,3,3,4,N/A,4,4,4,3,3,4,3,4,4,N/A,E2028,43.7029523574,-79.2810286285,322432.948,4840133.711
4174725,4152595,2017,2018,1964,TCHC,20,Scarborough Southwest,40 FIRVALLEY CRT,15,168,2019-02-13,78,Evaluation needs to be conducted in 2 years,19,4,3,4,4,5,5,4,3,4,N/A,4,4,4,4,3,4,4,4,3,4,E2028,43.703580346,-79.279521109,322554.003,4840204.75
4174726,4155044,2017,2018,1960,PRIVATE,08,Eglinton-Lawrence,110 MARLEE AVE,7,110,2019-02-13,82,Evaluation needs to be conducted in 2 years,17,4,4,5,4,4,5,N/A,4,4,N/A,4,5,5,4,3,4,4,4,3,N/A,N0831,43.701234202,-79.441021952,309537.855,4839922.321
4174727,4154486,2019,2018,1966,PRIVATE,08,Eglinton-Lawrence,457 MARLEE AVE,4,31,2019-02-13,74,Evaluation needs to be conducted in 2 years,16,4,4,5,3,4,3,N/A,3,5,N/A,3,2,5,4,3,4,N/A,4,3,N/A,N0827,43.7079349414,-79.4429642694,309381.057,4840665.642
4174728,4156468,2017,2018,1972,TCHC,20,Scarborough Southwest,10 GORDONRIDGE PL,16,217,2019-02-13,75,Evaluation needs to be conducted in 2 years,20,4,4,4,4,4,4,4,3,4,4,3,4,4,3,3,4,4,4,3,4,E2024,43.726954137,-79.252290284,324713.921,4842838.544
4174729,4244923,2017,2018,1963,PRIVATE,01,Etobicoke North,60 ESTHER LORRIE DR,7,97,2019-02-13,84,Evaluation needs to be conducted in 2 years,18,4,4,4,5,4,3,N/A,4,5,4,4,5,5,4,4,4,5,4,4,N/A,W0129,43.731696421,-79.578498513,298460.499,4843307.933
4174730,4154778,2017,2018,1966,PRIVATE,16,Don Valley East,1059 DON MILLS RD,6,70,2019-02-13,83,Evaluation needs to be conducted in 2 years,19,4,4,5,4,3,5,4,4,4,4,4,5,5,4,4,4,5,4,3,N/A,N1627,43.7346398069,-79.3419288019,317517.899,4843642.953
4174731,4155059,2017,2018,1960,PRIVATE,08,Eglinton-Lawrence,2495 DUFFERIN ST,3,15,2019-02-13,63,Evaluation needs to be conducted in 1 year,16,3,3,5,3,2,3,N/A,3,N/A,2,3,3,5,3,3,3,N/A,3,3,N/A,N0831,43.701718897,-79.451636758,308682.24,4839975.612
4174732,4154790,2017,2018,1950,PRIVATE,16,Don Valley East,2 THE DONWAY E,4,40,2019-02-12,78,Evaluation needs to be conducted in 2 years,19,4,4,5,3,4,4,4,3,5,3,4,4,5,3,4,4,4,3,4,N/A,N1627,43.7328694869,-79.3418228518,317526.801,4843446.279
4174733,4154775,2017,2018,1950,PRIVATE,16,Don Valley East,1053 DON MILLS RD,4,40,2019-02-12,77,Evaluation needs to be conducted in 2 years,19,4,4,5,3,3,4,4,3,5,3,4,4,5,3,4,4,4,3,4,N/A,N1627,43.7335260721,-79.3417293188,317534.2,4843519.24
4174734,4153590,2017,2018,1934,PRIVATE,13,Toronto Centre,435 SHERBOURNE ST,4,48,2019-02-12,80,Evaluation needs to be conducted in 2 years,14,4,4,4,3,4,4,N/A,4,N/A,N/A,4,4,5,4,4,4,N/A,4,N/A,N/A,S1323,43.6655473564,-79.3735085585,314985.686,4835962.758
4174735,4153589,2017,2018,1934,PRIVATE,13,Toronto Centre,433 SHERBOURNE ST,4,48,2019-02-12,80,Evaluation needs to be conducted in 2 years,14,4,4,4,3,4,4,N/A,4,N/A,N/A,4,4,5,4,4,4,N/A,4,N/A,N/A,S1323,43.6654105039,-79.3734599636,314989.627,4835947.562
4174736,4153588,2017,2018,1920,PRIVATE,13,Toronto Centre,391 SHERBOURNE ST,4,48,2019-02-12,80,Evaluation needs to be conducted in 2 years,14,4,4,4,4,4,4,N/A,4,N/A,N/A,4,3,5,4,4,4,N/A,4,N/A,N/A,S1323,43.6643516007,-79.3730396358,315023.704,4835829.981
4174737,4153587,2017,2018,1910,PRIVATE,13,Toronto Centre,383 SHERBOURNE ST,3,32,2019-02-12,67,Evaluation needs to be conducted in 2 years,14,3,4,4,3,3,3,N/A,3,N/A,N/A,3,3,4,3,4,4,N/A,3,N/A,N/A,S1323,43.663968352,-79.3730104483,315026.123,4835787.409
